image,xmin,ymin,xmax,ymax,label
image_bathroom_chat_126.png,251.529175050302,632.760180995475,413.782696177062,822.443438914027,bathroom
image_bathroom_chat_127.png,266.016096579477,674.751131221719,415.23138832998,852.850678733032,bathroom
image_bathroom_chat_128.png,292.092555331992,670.407239819005,450,849.954751131222,bathroom
image_bathroom_chat_129.png,338.450704225352,661.719457013575,490.56338028169,839.819004524887,bathroom
image_bathroom_chat_13.png,122.595573440644,664.615384615385,237.042253521127,792.036199095023,bathroom
image_bathroom_chat_130.png,348.591549295775,666.06334841629,505.050301810865,841.266968325792,bathroom
image_bathroom_chat_131.png,348.591549295775,663.16742081448,500.704225352113,849.954751131222,bathroom
image_bathroom_chat_132.png,308.028169014084,655.927601809955,454.346076458752,835.475113122172,bathroom
image_bathroom_chat_133.png,268.913480885312,654.47963800905,412.334004024145,822.443438914027,bathroom
image_bathroom_chat_134.png,234.144869215292,654.47963800905,376.116700201207,815.203619909502,bathroom
image_bathroom_chat_135.png,206.619718309859,660.27149321267,347.142857142857,835.475113122172,bathroom
image_bathroom_chat_136.png,205.171026156942,658.823529411765,338.450704225352,831.131221719457,bathroom
image_bathroom_chat_137.png,244.285714285714,650.135746606335,379.014084507042,818.099547511312,bathroom
image_bathroom_chat_138.png,260.221327967807,658.823529411765,386.25754527163,823.891402714932,bathroom
image_bathroom_chat_139.png,224.004024144869,660.27149321267,351.48893360161,812.307692307692,bathroom
image_bathroom_chat_14.png,112.454728370221,657.37556561086,224.004024144869,792.036199095023,bathroom
image_bathroom_chat_140.png,213.863179074447,648.68778280543,334.1046277666,805.067873303167,bathroom
image_bathroom_chat_141.png,203.722334004024,654.47963800905,325.412474849095,803.619909502262,bathroom
image_bathroom_chat_142.png,179.094567404427,631.31221719457,294.989939637827,786.244343891403,bathroom
image_bathroom_chat_143.png,163.158953722334,638.552036199095,279.054325955734,784.796380090498,bathroom
image_bathroom_chat_144.png,166.056338028169,640,281.951710261569,787.692307692308,bathroom
image_bathroom_chat_145.png,154.466800804829,626.968325791855,266.016096579477,763.076923076923,bathroom
image_bathroom_chat_146.png,153.018108651911,632.760180995475,261.670020120724,767.420814479638,bathroom
image_bathroom_chat_147.png,180.543259557344,625.52036199095,284.849094567404,763.076923076923,bathroom
image_bathroom_chat_148.png,190.684104627767,608.144796380091,292.092555331992,741.357466063348,bathroom
image_bathroom_chat_149.png,190.684104627767,626.968325791855,286.297786720322,745.701357466063,bathroom
image_bathroom_chat_15.png,93.6217303822938,650.135746606335,202.273641851107,783.348416289593,bathroom
image_bathroom_chat_150.png,202.273641851107,641.447963800905,294.989939637827,758.733031674208,bathroom
image_bathroom_chat_151.png,200.824949698189,615.384615384615,293.541247484909,735.565610859729,bathroom
image_bathroom_chat_152.png,190.684104627767,606.696832579186,284.849094567404,719.638009049774,bathroom
image_bathroom_chat_153.png,187.786720321932,618.280542986425,274.708249496982,723.981900452489,bathroom
image_bathroom_chat_154.png,197.927565392354,612.488687782805,290.643863179074,725.429864253394,bathroom
image_bathroom_chat_155.png,187.786720321932,598.009049773756,287.746478873239,726.877828054299,bathroom
image_bathroom_chat_156.png,189.235412474849,577.737556561086,286.297786720322,697.918552036199,bathroom
image_bathroom_chat_157.png,203.722334004024,596.561085972851,300.784708249497,718.190045248869,bathroom
image_bathroom_chat_158.png,237.042253521127,611.0407239819,332.655935613682,735.565610859729,bathroom
image_bathroom_chat_159.png,267.464788732394,611.0407239819,367.424547283702,735.565610859729,bathroom
image_bathroom_chat_16.png,93.6217303822938,664.615384615385,196.478873239437,793.484162895928,bathroom
image_bathroom_chat_160.png,292.092555331992,608.144796380091,390.603621730382,731.221719457014,bathroom
image_bathroom_chat_161.png,292.092555331992,596.561085972851,389.154929577465,721.085972850679,bathroom
image_bathroom_chat_162.png,296.438631790744,616.83257918552,397.84708249497,742.805429864253,bathroom
image_bathroom_chat_163.png,332.655935613682,631.31221719457,435.513078470825,757.285067873303,bathroom
image_bathroom_chat_164.png,360.181086519115,629.864253393665,464.486921529175,761.628959276018,bathroom
image_bathroom_chat_165.png,367.424547283702,624.072398190045,473.17907444668,758.733031674208,bathroom
image_bathroom_chat_166.png,358.732394366197,606.696832579186,467.38430583501,744.253393665158,bathroom
image_bathroom_chat_167.png,337.002012072435,611.0407239819,442.756539235413,745.701357466063,bathroom
image_bathroom_chat_168.png,302.233400402414,624.072398190045,410.885311871227,767.420814479638,bathroom
image_bathroom_chat_169.png,289.195171026157,654.47963800905,399.295774647887,799.276018099547,bathroom
image_bathroom_chat_17.png,116.800804828974,679.095022624434,222.555331991952,806.515837104072,bathroom
image_bathroom_chat_170.png,299.336016096579,664.615384615385,409.43661971831,813.755656108597,bathroom
image_bathroom_chat_171.png,286.297786720322,637.10407239819,399.295774647887,792.036199095023,bathroom
image_bathroom_chat_172.png,255.875251509054,618.280542986425,373.219315895372,770.316742081448,bathroom
image_bathroom_chat_173.png,234.144869215292,631.31221719457,351.48893360161,786.244343891403,bathroom
image_bathroom_chat_174.png,255.875251509054,644.343891402715,373.219315895372,809.411764705882,bathroom
image_bathroom_chat_175.png,308.028169014084,634.20814479638,428.269617706237,793.484162895928,bathroom
image_bathroom_chat_176.png,334.1046277666,612.488687782805,463.038229376258,783.348416289593,bathroom
image_bathroom_chat_177.png,309.476861167002,619.72850678733,435.513078470825,781.900452488688,bathroom
image_bathroom_chat_178.png,326.861167002012,655.927601809955,454.346076458752,812.307692307692,bathroom
image_bathroom_chat_179.png,363.07847082495,640,493.460764587525,813.755656108597,bathroom
image_bathroom_chat_18.png,125.492957746479,664.615384615385,229.798792756539,802.171945701357,bathroom
image_bathroom_chat_180.png,345.69416498994,622.62443438914,477.525150905433,796.380090497738,bathroom
image_bathroom_chat_181.png,328.30985915493,629.864253393665,458.692152917505,799.276018099548,bathroom
image_bathroom_chat_182.png,299.336016096579,653.031674208145,429.718309859155,826.787330316742,bathroom
image_bathroom_chat_183.png,280.503018108652,654.47963800905,416.680080482897,819.547511312217,bathroom
image_bathroom_chat_184.png,241.388329979879,638.552036199095,368.87323943662,809.411764705882,bathroom
image_bathroom_chat_185.png,218.209255533199,666.06334841629,341.348088531187,829.683257918552,bathroom
image_bathroom_chat_186.png,226.901408450704,702.262443438914,347.142857142857,845.610859728507,bathroom
image_bathroom_chat_187.png,254.426559356137,693.574660633484,376.116700201207,852.850678733032,bathroom
image_bathroom_chat_188.png,286.297786720322,725.429864253394,406.539235412475,884.705882352941,bathroom
image_bathroom_chat_189.png,308.028169014084,683.438914027149,439.859154929578,851.402714932127,bathroom
image_bathroom_chat_19.png,115.352112676056,651.58371040724,226.901408450704,793.484162895928,bathroom
image_bathroom_chat_190.png,339.89939637827,693.574660633484,476.076458752515,860.090497737557,bathroom
image_bathroom_chat_191.png,360.181086519115,697.918552036199,505.050301810865,874.570135746606,bathroom
image_bathroom_chat_192.png,383.360160965795,710.950226244344,525.33199195171,884.705882352941,bathroom
image_bathroom_chat_193.png,355.835010060362,706.606334841629,505.050301810865,893.393665158371,bathroom
image_bathroom_chat_194.png,325.412474849095,734.117647058824,470.281690140845,896.289592760181,bathroom
image_bathroom_chat_195.png,329.758551307847,741.357466063348,468.832997987928,913.665158371041,bathroom
image_bathroom_chat_196.png,357.28370221328,732.669683257919,503.601609657948,904.977375565611,bathroom
image_bathroom_chat_197.png,384.808853118712,726.877828054299,531.12676056338,918.009049773756,bathroom
image_bathroom_chat_198.png,390.603621730382,741.357466063348,539.818913480885,912.217194570136,bathroom
image_bathroom_chat_199.png,325.412474849095,726.877828054299,476.076458752515,900.633484162896,bathroom
image_bathroom_chat_2.png,113.903420523139,582.081447963801,210.965794768612,703.710407239819,bathroom
image_bathroom_chat_20.png,97.9678068410463,638.552036199095,205.171026156942,780.452488687783,bathroom
image_bathroom_chat_200.png,305.13078470825,741.357466063348,454.346076458753,909.321266968326,bathroom
image_bathroom_chat_201.png,310.92555331992,709.502262443439,460.140845070423,889.049773755656,bathroom
image_bathroom_chat_202.png,312.374245472837,742.805429864253,461.58953722334,913.665158371041,bathroom
image_bathroom_chat_203.png,329.758551307847,744.253393665158,477.525150905433,910.769230769231,bathroom
image_bathroom_chat_204.png,354.386317907445,705.158371040724,505.050301810865,874.570135746606,bathroom
image_bathroom_chat_205.png,297.887323943662,702.262443438914,454.346076458752,877.466063348416,bathroom
image_bathroom_chat_206.png,281.951710261569,690.678733031674,421.02615694165,868.778280542986,bathroom
image_bathroom_chat_207.png,277.605633802817,699.366515837104,421.02615694165,876.018099547511,bathroom
image_bathroom_chat_208.png,305.13078470825,689.230769230769,445.653923541247,860.090497737557,bathroom
image_bathroom_chat_209.png,316.72032193159,640,454.346076458752,816.651583710407,bathroom
image_bathroom_chat_21.png,80.5835010060362,653.031674208145,187.786720321932,780.452488687783,bathroom
image_bathroom_chat_210.png,296.438631790744,642.89592760181,436.961770623742,802.171945701357,bathroom
image_bathroom_chat_211.png,267.464788732394,631.31221719457,405.090543259557,799.276018099548,bathroom
image_bathroom_chat_212.png,234.144869215292,634.20814479638,360.181086519115,794.932126696833,bathroom
image_bathroom_chat_213.png,208.068410462777,653.031674208145,328.30985915493,810.859728506787,bathroom
image_bathroom_chat_214.png,205.171026156942,667.511312217195,329.758551307847,825.339366515837,bathroom
image_bathroom_chat_215.png,216.760563380282,670.407239819005,347.142857142857,834.027149321267,bathroom
image_bathroom_chat_216.png,208.068410462777,684.886877828054,338.450704225352,845.610859728507,bathroom
image_bathroom_chat_217.png,190.684104627767,702.262443438914,321.066398390342,858.642533936652,bathroom
image_bathroom_chat_218.png,186.338028169014,716.742081447964,319.617706237424,878.914027149321,bathroom
image_bathroom_chat_219.png,202.273641851107,729.773755656109,334.1046277666,893.393665158371,bathroom
image_bathroom_chat_22.png,80.5835010060362,681.990950226244,181.991951710262,807.963800904977,bathroom
image_bathroom_chat_220.png,215.311871227364,723.981900452489,354.386317907445,887.601809954751,bathroom
image_bathroom_chat_221.png,226.901408450704,702.262443438914,368.87323943662,864.434389140271,bathroom
image_bathroom_chat_222.png,250.080482897384,690.678733031674,389.154929577465,852.850678733032,bathroom
image_bathroom_chat_223.png,250.080482897384,705.158371040724,393.501006036217,873.122171945701,bathroom
image_bathroom_chat_224.png,229.798792756539,716.742081447964,371.770623742455,883.257918552036,bathroom
image_bathroom_chat_225.png,239.939637826962,721.085972850679,389.154929577465,889.049773755656,bathroom
image_bathroom_chat_226.png,270.362173038229,696.470588235294,422.474849094567,865.882352941176,bathroom
image_bathroom_chat_227.png,297.887323943662,676.199095022624,445.653923541247,842.714932126697,bathroom
image_bathroom_chat_228.png,328.30985915493,674.751131221719,480.422535211268,847.058823529412,bathroom
image_bathroom_chat_229.png,357.28370221328,674.751131221719,512.293762575453,855.746606334842,bathroom
image_bathroom_chat_23.png,90.7243460764587,699.366515837104,196.478873239437,828.235294117647,bathroom
image_bathroom_chat_230.png,379.014084507042,673.303167420815,532.575452716298,851.402714932127,bathroom
image_bathroom_chat_231.png,384.808853118712,687.782805429864,545.613682092555,855.746606334842,bathroom
image_bathroom_chat_232.png,384.808853118712,695.022624434389,544.164989939638,874.570135746606,bathroom
image_bathroom_chat_233.png,355.835010060362,708.054298642534,515.191146881288,878.914027149321,bathroom
image_bathroom_chat_234.png,313.822937625754,696.470588235294,468.832997987928,873.122171945701,bathroom
image_bathroom_chat_235.png,290.643863179074,706.606334841629,448.551307847083,887.601809954751,bathroom
image_bathroom_chat_236.png,308.028169014084,738.461538461538,463.038229376258,899.185520361991,bathroom
image_bathroom_chat_237.png,350.040241448692,737.013574660633,502.15291750503,903.529411764706,bathroom
image_bathroom_chat_238.png,384.808853118712,721.085972850679,541.267605633803,896.289592760181,bathroom
image_bathroom_chat_239.png,377.565392354125,693.574660633484,538.370221327968,877.466063348416,bathroom
image_bathroom_chat_24.png,113.903420523139,684.886877828054,224.004024144869,816.651583710407,bathroom
image_bathroom_chat_240.png,351.48893360161,683.438914027149,515.191146881288,861.538461538462,bathroom
image_bathroom_chat_241.png,332.655935613682,697.918552036199,493.460764587525,883.257918552036,bathroom
image_bathroom_chat_242.png,329.758551307847,719.638009049774,494.909456740443,894.841628959276,bathroom
image_bathroom_chat_243.png,350.040241448692,722.533936651584,513.74245472837,900.633484162896,bathroom
image_bathroom_chat_244.png,384.808853118712,723.981900452489,545.613682092555,899.185520361991,bathroom
image_bathroom_chat_245.png,396.398390342052,729.773755656109,549.959758551308,904.977375565611,bathroom
image_bathroom_chat_246.png,379.014084507042,761.628959276018,536.92152917505,928.144796380091,bathroom
image_bathroom_chat_247.png,358.732394366197,774.660633484163,516.639839034205,951.31221719457,bathroom
image_bathroom_chat_248.png,352.937625754527,780.452488687783,502.15291750503,946.968325791855,bathroom
image_bathroom_chat_249.png,325.412474849095,774.660633484163,481.871227364185,949.864253393665,bathroom
image_bathroom_chat_25.png,118.249496981891,668.9592760181,229.798792756539,803.619909502262,bathroom
image_bathroom_chat_250.png,300.784708249497,761.628959276018,451.448692152917,946.968325791855,bathroom
image_bathroom_chat_26.png,116.800804828974,635.656108597285,221.106639839034,774.660633484163,bathroom
image_bathroom_chat_27.png,111.006036217304,645.79185520362,219.657947686117,783.348416289593,bathroom
image_bathroom_chat_28.png,125.492957746479,664.615384615385,234.144869215292,797.828054298643,bathroom
image_bathroom_chat_29.png,151.569416498994,654.47963800905,257.323943661972,794.932126696833,bathroom
image_bathroom_chat_3.png,128.390342052314,586.425339366516,224.004024144869,719.638009049774,bathroom
image_bathroom_chat_30.png,158.812877263581,642.89592760181,260.221327967807,783.348416289593,bathroom
image_bathroom_chat_31.png,144.325955734406,640,241.388329979879,770.316742081448,bathroom
image_bathroom_chat_32.png,129.839034205231,661.719457013575,226.901408450704,789.140271493213,bathroom
image_bathroom_chat_33.png,137.082494969819,666.06334841629,231.247484909457,786.244343891403,bathroom
image_bathroom_chat_34.png,141.428571428571,644.343891402715,239.939637826962,768.868778280543,bathroom
image_bathroom_chat_35.png,137.082494969819,635.656108597285,231.247484909457,758.733031674208,bathroom
image_bathroom_chat_36.png,141.428571428571,640,232.696177062374,765.972850678733,bathroom
image_bathroom_chat_37.png,153.018108651911,637.10407239819,245.734406438632,760.180995475113,bathroom
image_bathroom_chat_38.png,160.261569416499,632.760180995475,257.323943661972,752.941176470588,bathroom
image_bathroom_chat_39.png,183.440643863179,634.20814479638,279.054325955734,758.733031674208,bathroom
image_bathroom_chat_4.png,103.762575452716,624.072398190045,202.273641851107,747.149321266968,bathroom
image_bathroom_chat_40.png,212.414486921529,621.176470588235,309.476861167002,745.701357466063,bathroom
image_bathroom_chat_41.png,245.734406438632,624.072398190045,345.69416498994,757.285067873303,bathroom
image_bathroom_chat_42.png,271.810865191147,635.656108597285,377.565392354125,770.316742081448,bathroom
image_bathroom_chat_43.png,306.579476861167,655.927601809955,407.987927565392,792.036199095023,bathroom
image_bathroom_chat_44.png,306.579476861167,653.031674208145,407.987927565392,783.348416289593,bathroom
image_bathroom_chat_45.png,305.13078470825,615.384615384615,406.539235412475,745.701357466063,bathroom
image_bathroom_chat_46.png,289.195171026157,626.968325791855,392.0523138833,752.941176470588,bathroom
image_bathroom_chat_47.png,274.708249496982,600.904977375566,374.66800804829,731.221719457014,bathroom
image_bathroom_chat_48.png,283.400402414487,592.217194570136,380.46277665996,734.117647058823,bathroom
image_bathroom_chat_49.png,241.388329979879,596.561085972851,348.591549295775,728.325791855204,bathroom
image_bathroom_chat_5.png,92.1730382293763,618.280542986425,195.030181086519,752.941176470588,bathroom
image_bathroom_chat_50.png,218.209255533199,605.248868778281,319.617706237424,728.325791855204,bathroom
image_bathroom_chat_51.png,209.517102615694,598.009049773756,310.92555331992,722.533936651584,bathroom
image_bathroom_chat_52.png,197.927565392354,586.425339366516,294.989939637827,715.294117647059,bathroom
image_bathroom_chat_53.png,173.299798792757,590.769230769231,270.362173038229,712.398190045249,bathroom
image_bathroom_chat_54.png,177.645875251509,599.457013574661,276.156941649899,734.117647058824,bathroom
image_bathroom_chat_55.png,176.197183098592,612.488687782805,281.951710261569,738.461538461538,bathroom
image_bathroom_chat_56.png,142.877263581489,622.62443438914,260.221327967807,761.628959276018,bathroom
image_bathroom_chat_57.png,119.698189134809,653.031674208145,225.452716297787,784.796380090498,bathroom
image_bathroom_chat_58.png,128.390342052314,613.93665158371,231.247484909457,760.180995475113,bathroom
image_bathroom_chat_59.png,154.466800804829,642.89592760181,260.221327967807,783.348416289593,bathroom
image_bathroom_chat_6.png,87.8269617706237,681.990950226244,192.132796780684,812.307692307692,bathroom
image_bathroom_chat_60.png,168.953722334004,664.615384615385,280.503018108652,809.411764705883,bathroom
image_bathroom_chat_61.png,168.953722334004,651.58371040724,280.503018108652,803.619909502262,bathroom
image_bathroom_chat_62.png,148.672032193159,679.095022624434,261.670020120724,822.443438914027,bathroom
image_bathroom_chat_63.png,131.287726358149,640,250.080482897384,793.484162895928,bathroom
image_bathroom_chat_64.png,154.466800804829,622.62443438914,281.951710261569,776.108597285068,bathroom
image_bathroom_chat_65.png,200.824949698189,651.58371040724,345.69416498994,818.099547511312,bathroom
image_bathroom_chat_66.png,221.106639839034,625.52036199095,368.87323943662,807.963800904977,bathroom
image_bathroom_chat_67.png,196.478873239437,650.135746606335,341.348088531187,820.995475113122,bathroom
image_bathroom_chat_68.png,164.607645875252,619.72850678733,309.476861167002,803.619909502262,bathroom
image_bathroom_chat_69.png,187.786720321932,599.457013574661,337.002012072435,780.452488687783,bathroom
image_bathroom_chat_7.png,126.941649899396,638.552036199095,232.696177062374,768.868778280543,bathroom
image_bathroom_chat_70.png,231.247484909457,632.760180995475,381.911468812877,820.995475113122,bathroom
image_bathroom_chat_71.png,279.054325955734,655.927601809955,442.756539235413,857.194570135747,bathroom
image_bathroom_chat_72.png,309.476861167002,664.615384615385,478.97384305835,874.570135746606,bathroom
image_bathroom_chat_73.png,292.092555331992,638.552036199095,473.17907444668,860.090497737557,bathroom
image_bathroom_chat_74.png,247.183098591549,631.31221719457,422.474849094567,838.371040723982,bathroom
image_bathroom_chat_75.png,199.376257545272,651.58371040724,358.732394366197,848.506787330317,bathroom
image_bathroom_chat_76.png,166.056338028169,628.41628959276,318.169014084507,825.339366515837,bathroom
image_bathroom_chat_77.png,164.607645875252,600.904977375566,328.30985915493,805.067873303167,bathroom
image_bathroom_chat_78.png,192.132796780684,606.696832579186,355.835010060362,818.099547511312,bathroom
image_bathroom_chat_79.png,224.004024144869,637.10407239819,387.706237424547,849.954751131222,bathroom
image_bathroom_chat_8.png,92.1730382293763,625.52036199095,196.478873239437,755.837104072398,bathroom
image_bathroom_chat_80.png,239.939637826962,644.343891402715,409.43661971831,857.194570135747,bathroom
image_bathroom_chat_81.png,238.490945674044,606.696832579186,403.64185110664,825.339366515837,bathroom
image_bathroom_chat_82.png,218.209255533199,595.113122171946,392.0523138833,803.619909502262,bathroom
image_bathroom_chat_83.png,171.851106639839,605.248868778281,332.655935613682,815.203619909502,bathroom
image_bathroom_chat_84.png,113.903420523139,606.696832579186,271.810865191147,802.171945701357,bathroom
image_bathroom_chat_85.png,92.1730382293763,580.633484162896,245.734406438632,780.452488687783,bathroom
image_bathroom_chat_86.png,77.6861167002012,563.257918552036,241.388329979879,786.244343891403,bathroom
image_bathroom_chat_87.png,73.3400402414487,548.778280542986,244.285714285714,776.108597285068,bathroom
image_bathroom_chat_88.png,60.3018108651911,554.570135746606,238.490945674044,774.660633484163,bathroom
image_bathroom_chat_89.png,55.9557344064386,574.841628959276,237.042253521127,800.723981900453,bathroom
image_bathroom_chat_9.png,61.7505030181087,631.31221719457,164.607645875252,755.837104072398,bathroom
image_bathroom_chat_90.png,61.7505030181087,603.800904977376,245.734406438632,819.547511312217,bathroom
image_bathroom_chat_91.png,82.0321931589537,628.41628959276,261.670020120724,857.194570135747,bathroom
image_bathroom_chat_92.png,97.9678068410463,632.760180995475,277.605633802817,861.538461538462,bathroom
image_bathroom_chat_93.png,131.287726358149,618.280542986425,318.169014084507,845.610859728507,bathroom
image_bathroom_chat_94.png,153.018108651911,618.280542986425,335.553319919517,855.746606334842,bathroom
image_bathroom_chat_95.png,151.569416498994,625.52036199095,350.040241448692,860.090497737557,bathroom
image_bathroom_chat_96.png,148.672032193159,612.488687782805,342.796780684105,860.090497737557,bathroom
image_bathroom_chat_97.png,157.364185110664,628.41628959276,351.48893360161,870.226244343891,bathroom
image_bathroom_chat_98.png,160.261569416499,625.52036199095,348.591549295775,870.226244343891,bathroom
image_bathroom_chat_99.png,163.158953722334,631.31221719457,344.245472837022,854.298642533937,bathroom
image_bathroom_door_105.png,360.181086519115,600.904977375566,519.53722334004,754.389140271493,bathroom
image_bathroom_door_107.png,212.414486921529,544.434389140272,328.30985915493,692.126696832579,bathroom
image_bathroom_door_108.png,187.786720321932,516.923076923077,325.412474849095,683.438914027149,bathroom
image_bathroom_door_109.png,206.619718309859,609.592760180995,444.20523138833,883.257918552036,bathroom
image_bathroom_door_11.png,389.154929577465,477.828054298643,499.255533199195,612.488687782805,bathroom
image_bathroom_door_110.png,248.631790744467,554.570135746606,518.088531187123,858.642533936652,bathroom
image_bathroom_door_111.png,294.989939637827,567.601809954751,422.474849094567,721.085972850679,bathroom
image_bathroom_door_112.png,245.734406438632,622.62443438914,399.295774647887,789.140271493213,bathroom
image_bathroom_door_114.png,329.758551307847,579.185520361991,597.766599597586,867.330316742081,bathroom
image_bathroom_door_115.png,171.851106639839,599.457013574661,448.551307847082,913.665158371041,bathroom
image_bathroom_door_116.png,274.708249496982,541.538461538462,422.474849094567,729.773755656109,bathroom
image_bathroom_door_117.png,205.171026156942,619.72850678733,329.758551307847,781.900452488688,bathroom
image_bathroom_door_118.png,60.3018108651911,421.357466063348,176.197183098592,567.601809954751,bathroom
image_bathroom_door_119.png,296.438631790744,576.289592760181,416.680080482897,706.606334841629,bathroom
image_bathroom_door_12.png,131.287726358149,621.176470588235,370.321931589537,906.425339366516,bathroom
image_bathroom_door_120.png,361.629778672032,522.714932126697,468.832997987928,661.719457013575,bathroom
image_bathroom_door_121.png,241.388329979879,582.081447963801,360.181086519115,737.013574660633,bathroom
image_bathroom_door_122.png,234.144869215292,632.760180995475,503.601609657948,939.72850678733,bathroom
image_bathroom_door_123.png,218.209255533199,632.760180995475,374.66800804829,806.515837104073,bathroom
image_bathroom_door_124.png,199.376257545272,628.41628959276,363.07847082495,831.131221719457,bathroom
image_bathroom_door_125.png,225.452716297787,467.692307692308,323.963782696177,615.384615384615,bathroom
image_bathroom_door_126.png,174.748490945674,587.873303167421,284.849094567404,728.325791855204,bathroom
image_bathroom_door_127.png,67.5452716297787,573.393665158371,224.004024144869,767.420814479638,bathroom
image_bathroom_door_128.png,231.247484909457,509.683257918552,345.69416498994,650.135746606335,bathroom
image_bathroom_door_129.png,83.4808853118712,592.217194570136,352.937625754527,912.217194570136,bathroom
image_bathroom_door_13.png,283.400402414487,590.769230769231,445.653923541247,760.180995475113,bathroom
image_bathroom_door_130.png,260.221327967807,638.552036199095,461.58953722334,876.018099547511,bathroom
image_bathroom_door_131.png,270.362173038229,583.529411764706,380.46277665996,709.502262443439,bathroom
image_bathroom_door_132.png,350.040241448692,511.131221719457,458.692152917505,655.927601809955,bathroom
image_bathroom_door_133.png,321.066398390342,584.977375565611,434.064386317907,719.638009049774,bathroom
image_bathroom_door_134.png,415.23138832998,599.457013574661,605.010060362173,803.619909502262,bathroom
image_bathroom_door_135.png,200.824949698189,626.968325791855,447.102615694165,900.633484162896,bathroom
image_bathroom_door_136.png,309.476861167002,647.239819004525,438.41046277666,787.692307692308,bathroom
image_bathroom_door_137.png,209.517102615694,532.850678733032,326.861167002012,683.438914027149,bathroom
image_bathroom_door_138.png,348.591549295775,479.276018099548,458.692152917505,624.072398190045,bathroom
image_bathroom_door_139.png,210.965794768612,547.330316742081,325.412474849095,693.574660633484,bathroom
image_bathroom_door_14.png,232.696177062374,644.343891402715,415.23138832998,839.819004524887,bathroom
image_bathroom_door_140.png,268.913480885312,616.83257918552,393.501006036217,751.493212669683,bathroom
image_bathroom_door_141.png,206.619718309859,642.89592760181,348.591549295775,818.099547511312,bathroom
